YEAR,MONTH,SEASON,TYPE,NEIGHBOURHOOD,LAT,LON
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,Assault,Dunbar-Southlands,49.24881918462062,-123.18527101893203
2019,1,Winter,Assault,Dunbar-Southlands,49.24881918462062,-123.18527101893203
2019,1,Winter,Assault,Dunbar-Southlands,49.24881918462062,-123.18527101893203
2019,1,Winter,Assault,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,Assault,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,Assault,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,Assault,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,Assault,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,Assault,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,Assault,Kerrisdale,49.229831086099786,-123.154975730457
2019,1,Winter,Assault,Kerrisdale,49.229831086099786,-123.154975730457
2019,1,Winter,Assault,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,Assault,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,Assault,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,Assault,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,Assault,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,Assault,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,Assault,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,Assault,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,Assault,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,Assault,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,Assault,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Marpole,49.21141483036379,-123.1405124204532
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Mount Pleasant,49.263465439236334,-123.10109521566709
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Renfrew-Collingwood,49.24073846270629,-123.05552442084738
2019,1,Winter,Assault,Riley Park,49.25490935027544,-123.10099656442401
2019,1,Winter,Assault,Riley Park,49.25490935027544,-123.10099656442401
2019,1,Winter,Assault,Riley Park,49.25490935027544,-123.10099656442401
2019,1,Winter,Assault,Riley Park,49.25490935027544,-123.10099656442401
2019,1,Winter,Assault,Riley Park,49.25490935027544,-123.10099656442401
2019,1,Winter,Assault,Stanley Park,49.29954823643728,-123.13583705902187
2019,1,Winter,Assault,Stanley Park,49.29954823643728,-123.13583705902187
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Strathcona,49.28094591779656,-123.08233341263012
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Sunset,49.224398070016235,-123.08400218499442
2019,1,Winter,Assault,Victoria-Fraserview,49.23259991399458,-123.07679791235209
2019,1,Winter,Assault,Victoria-Fraserview,49.23259991399458,-123.07679791235209
2019,1,Winter,Assault,Victoria-Fraserview,49.23259991399458,-123.07679791235209
2019,1,Winter,Assault,Victoria-Fraserview,49.23259991399458,-123.07679791235209
2019,1,Winter,Assault,Victoria-Fraserview,49.23259991399458,-123.07679791235209
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West End,49.285216509997916,-123.13410311011071
2019,1,Winter,Assault,West Point Grey,49.2704498227501,-123.18624940088854
2019,1,Winter,Assault,West Point Grey,49.2704498227501,-123.18624940088854
2019,1,Winter,Assault,West Point Grey,49.2704498227501,-123.18624940088854
2019,1,Winter,B&E-C,Arbutus Ridge,49.23553615996573,-123.15666270947509
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Central Business District,49.28856863386438,-123.1169801729503
2019,1,Winter,B&E-C,Dunbar-Southlands,49.24881918462062,-123.18527101893203
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Fairview,49.264334471811964,-123.13847271318879
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Grandview-Woodland,49.27387206853267,-123.06949818519226
2019,1,Winter,B&E-C,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,B&E-C,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,B&E-C,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,B&E-C,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,B&E-C,Hastings-Sunrise,49.28112742305106,-123.0564101420704
2019,1,Winter,B&E-C,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,B&E-C,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,B&E-C,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,B&E-C,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,B&E-C,Kensington-Cedar Cottage,49.2515730676488,-123.07912702780938
2019,1,Winter,B&E-C,Kerrisdale,49.229831086099786,-123.154975730457
2019,1,Winter,B&E-C,Kerrisdale,49.229831086099786,-123.154975730457
2019,1,Winter,B&E-C,Kerrisdale,49.229831086099786,-123.154975730457
2019,1,Winter,B&E-C,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,B&E-C,Killarney,49.20679963094495,-123.04414031305481
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
2019,1,Winter,B&E-C,Kitsilano,49.269847530198675,-123.1468454319067
